Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
2006/2007,RI,Competitive Spirit Squad,0,0,0,0
2006/2007,RI,Crew,0,0,0,0
2006/2007,RI,Cross Country,42,42,855,693
2006/2007,RI,Decathlon,0,0,0,0
2006/2007,RI,Equestrian,0,0,0,0
2006/2007,RI,Fencing,0,0,0,0
2006/2007,RI,Field Hockey,0,22,0,695
2006/2007,RI,Flag Football,0,0,0,0
2006/2007,RI,Football -- 11-Player,42,0,3017,0
2006/2007,RI,Football -- 6-player,0,0,0,0
2006/2007,RI,Football -- 8-player,0,0,0,0
2006/2007,RI,Football -- 9-player,0,0,0,0
2006/2007,RI,Golf,40,1,489,61
2006/2007,RI,Gymnastics,0,16,10,186
2006/2007,RI,Heptathlon,0,0,0,0
2006/2007,RI,Ice Hockey,36,16,881,212
2006/2007,RI,Judo,0,0,0,0
2006/2007,RI,Lacrosse,20,20,724,631
2006/2007,RI,Native Youth Olympics,0,0,0,0
2006/2007,RI,Other 1:,0,0,0,0
2006/2007,RI,Other 2:,0,0,0,0
2006/2007,RI,Pentathlon,0,0,0,0
2006/2007,RI,Riflery,0,0,0,0
2006/2007,RI,Rodeo,0,0,0,0
2006/2007,RI,Rythmic Gymnastics,0,0,0,0
2006/2007,RI,Skiing -- Alpine,0,0,0,0
2006/2007,RI,Skiing -- Cross Country,0,0,0,0
2006/2007,RI,Snowboarding,0,0,0,0
2006/2007,RI,Soccer,44,46,1586,1413
2006/2007,RI,Softball -- Fast Pitch,0,47,0,1174
2006/2007,RI,Softball -- Slow Pitch,0,0,0,0
2006/2007,RI,Soft Tennis,0,0,0,0
2006/2007,RI,Swimming & Diving,27,33,323,596
2006/2007,RI,Synchronized Swimming,0,0,0,0
2006/2007,RI,Team Tennis,0,0,0,0
2006/2007,RI,Tennis,40,43,764,890
2006/2007,RI,Track and Field -- Indoor,39,36,1358,1188
2006/2007,RI,Track and Field -- Outdoor,36,39,1693,1609
2006/2007,RI,Volleyball,25,41,553,994
2006/2007,RI,Water Polo,0,0,0,0
2006/2007,RI,Weight Lifting,0,0,0,0
2006/2007,RI,Wrestling,35,0,955,15
2006/2007,SC,Adapted Bowling,0,0,0,0
2006/2007,SC,Adapted Floor Hockey,0,0,0,0
2006/2007,SC,Adapted Soccer,0,0,0,0
2006/2007,SC,Adapted Softball,0,0,0,0
2006/2007,SC,Archery,0,0,0,0
2006/2007,SC,Badminton,0,0,0,0
2006/2007,SC,Baseball,192,0,5959,0
2006/2007,SC,Basketball,199,199,6526,5002
2006/2007,SC,Bowling,9,9,73,69
2006/2007,SC,Canoeing,0,0,0,0
2006/2007,SC,Competitive Spirit Squad,0,93,0,2881
2006/2007,SC,Crew,0,0,0,0
2006/2007,SC,Cross Country,145,139,2521,1906
2006/2007,SC,Decathlon,0,0,0,0
2006/2007,SC,Equestrian,0,0,0,0
2006/2007,SC,Fencing,0,0,0,0
2006/2007,SC,Field Hockey,0,0,0,0
2006/2007,SC,Flag Football,0,0,0,0
2006/2007,SC,Football -- 11-Player,195,0,18742,0
2006/2007,SC,Football -- 6-player,0,0,0,0
2006/2007,SC,Football -- 8-player,0,0,0,0
2006/2007,SC,Football -- 9-player,0,0,0,0
2006/2007,SC,Golf,153,77,1637,518
2006/2007,SC,Gymnastics,0,0,0,0
2006/2007,SC,Heptathlon,0,0,0,0
2006/2007,SC,Ice Hockey,0,0,0,0
2006/2007,SC,Judo,0,0,0,0
2006/2007,SC,Lacrosse,11,9,347,249
2006/2007,SC,Native Youth Olympics,0,0,0,0
2006/2007,SC,Other 1:,0,0,0,0
2006/2007,SC,Other 2:,0,0,0,0
2006/2007,SC,Pentathlon,0,0,0,0
2006/2007,SC,Riflery,0,0,0,0
2006/2007,SC,Rodeo,0,0,0,0
2006/2007,SC,Rythmic Gymnastics,0,0,0,0
2006/2007,SC,Skiing -- Alpine,0,0,0,0
2006/2007,SC,Skiing -- Cross Country,0,0,0,0
2006/2007,SC,Snowboarding,0,0,0,0
2006/2007,SC,Soccer,149,139,4466,3672
2006/2007,SC,Softball -- Fast Pitch,0,187,0,4728
2006/2007,SC,Softball -- Slow Pitch,0,0,0,0
2006/2007,SC,Soft Tennis,0,0,0,0
2006/2007,SC,Swimming & Diving,75,73,862,1155
2006/2007,SC,Synchronized Swimming,0,0,0,0
2006/2007,SC,Team Tennis,0,0,0,0
2006/2007,SC,Tennis,111,131,1397,1935
2006/2007,SC,Track and Field -- Indoor,0,0,0,0
2006/2007,SC,Track and Field -- Outdoor,190,189,6995,5359
2006/2007,SC,Volleyball,0,188,0,4463
2006/2007,SC,Water Polo,0,0,0,0
2006/2007,SC,Weight Lifting,0,0,0,0
2006/2007,SC,Wrestling,123,0,4114,0
2006/2007,SD,Adapted Bowling,0,0,0,0
2006/2007,SD,Adapted Floor Hockey,0,0,0,0
2006/2007,SD,Adapted Soccer,0,0,0,0
2006/2007,SD,Adapted Softball,0,0,0,0
2006/2007,SD,Archery,0,0,0,0
2006/2007,SD,Badminton,0,0,0,0
2006/2007,SD,Baseball,0,0,0,0
2006/2007,SD,Basketball,179,180,3843,3032
2006/2007,SD,Bowling,0,0,0,0
2006/2007,SD,Canoeing,0,0,0,0
2006/2007,SD,Competitive Spirit Squad,0,41,0,205
2006/2007,SD,Crew,0,0,0,0
2006/2007,SD,Cross Country,127,130,887,702
2006/2007,SD,Decathlon,0,0,0,0
2006/2007,SD,Equestrian,0,0,0,0
2006/2007,SD,Fencing,0,0,0,0
2006/2007,SD,Field Hockey,0,0,0,0
2006/2007,SD,Flag Football,0,0,0,0
2006/2007,SD,Football -- 11-Player,67,0,3779,0
2006/2007,SD,Football -- 6-player,0,0,0,0
2006/2007,SD,Football -- 8-player,0,0,0,0
2006/2007,SD,Football -- 9-player,103,1,2185,1
2006/2007,SD,Golf,131,119,1225,727
2006/2007,SD,Gymnastics,0,30,0,300
2006/2007,SD,Heptathlon,0,0,0,0
2006/2007,SD,Ice Hockey,0,0,0,0
2006/2007,SD,Judo,0,0,0,0
2006/2007,SD,Lacrosse,0,0,0,0
2006/2007,SD,Native Youth Olympics,0,0,0,0
2006/2007,SD,Other 1:,0,0,0,0
2006/2007,SD,Other 2:,0,0,0,0
2006/2007,SD,Pentathlon,0,0,0,0
2006/2007,SD,Riflery,0,0,0,0
2006/2007,SD,Rodeo,0,0,0,0
2006/2007,SD,Rythmic Gymnastics,0,0,0,0
2006/2007,SD,Skiing -- Alpine,0,0,0,0
2006/2007,SD,Skiing -- Cross Country,0,0,0,0
2006/2007,SD,Snowboarding,0,0,0,0
2006/2007,SD,Soccer,0,0,0,0
2006/2007,SD,Softball -- Fast Pitch,0,0,0,0
2006/2007,SD,Softball -- Slow Pitch,0,0,0,0
2006/2007,SD,Soft Tennis,0,0,0,0
2006/2007,SD,Swimming & Diving,0,0,0,0
2006/2007,SD,Synchronized Swimming,0,0,0,0
2006/2007,SD,Team Tennis,0,0,0,0
2006/2007,SD,Tennis,21,22,399,310
2006/2007,SD,Track and Field -- Indoor,0,0,0,0
2006/2007,SD,Track and Field -- Outdoor,179,178,3491,2703
2006/2007,SD,Volleyball,0,174,0,4078
2006/2007,SD,Water Polo,0,0,0,0
2006/2007,SD,Weight Lifting,0,0,0,0
2006/2007,SD,Wrestling,98,5,1423,24
2006/2007,TN,Adapted Bowling,0,0,0,0
2006/2007,TN,Adapted Floor Hockey,0,0,0,0
2006/2007,TN,Adapted Soccer,0,0,0,0
2006/2007,TN,Adapted Softball,0,0,0,0
2006/2007,TN,Archery,0,0,0,0
2006/2007,TN,Badminton,0,0,0,0
2006/2007,TN,Baseball,354,0,8643,0
2006/2007,TN,Basketball,362,363,9260,6618
2006/2007,TN,Bowling,134,130,1457,1246
2006/2007,TN,Canoeing,0,0,0,0
2006/2007,TN,Competitive Spirit Squad,0,0,0,0
2006/2007,TN,Crew,0,0,0,0
2006/2007,TN,Cross Country,262,252,3700,2715
2006/2007,TN,Decathlon,0,0,0,0
2006/2007,TN,Equestrian,0,0,0,0
2006/2007,TN,Fencing,0,0,0,0
2006/2007,TN,Field Hockey,0,0,0,0
2006/2007,TN,Flag Football,0,0,0,0
2006/2007,TN,Football -- 11-Player,331,0,22304,0
2006/2007,TN,Football -- 6-player,0,0,0,0
2006/2007,TN,Football -- 8-player,0,0,0,0
2006/2007,TN,Football -- 9-player,0,0,0,0
2006/2007,TN,Golf,316,258,2786,914
2006/2007,TN,Gymnastics,0,0,0,0
2006/2007,TN,Heptathlon,0,0,0,0
2006/2007,TN,Ice Hockey,0,0,0,0
2006/2007,TN,Judo,0,0,0,0
2006/2007,TN,Lacrosse,0,0,0,0
2006/2007,TN,Native Youth Olympics,0,0,0,0
2006/2007,TN,Other 1:,0,0,0,0
2006/2007,TN,Other 2:,0,0,0,0
2006/2007,TN,Pentathlon,0,0,0,0
2006/2007,TN,Riflery,0,0,0,0
2006/2007,TN,Rodeo,0,0,0,0
2006/2007,TN,Rythmic Gymnastics,0,0,0,0
2006/2007,TN,Skiing -- Alpine,0,0,0,0
2006/2007,TN,Skiing -- Cross Country,0,0,0,0
2006/2007,TN,Snowboarding,0,0,0,0
2006/2007,TN,Soccer,240,228,6424,5389
2006/2007,TN,Softball -- Fast Pitch,0,353,0,6140
2006/2007,TN,Softball -- Slow Pitch,0,0,0,0
2006/2007,TN,Soft Tennis,0,0,0,0
2006/2007,TN,Swimming & Diving,0,0,0,0
2006/2007,TN,Synchronized Swimming,0,0,0,0
2006/2007,TN,Team Tennis,0,0,0,0
2006/2007,TN,Tennis,258,262,2462,2959
2006/2007,TN,Track and Field -- Indoor,0,0,0,0
2006/2007,TN,Track and Field -- Outdoor,252,252,7155,5729
2006/2007,TN,Volleyball,0,292,0,5557
2006/2007,TN,Water Polo,0,0,0,0
2006/2007,TN,Weight Lifting,0,0,0,0
2006/2007,TN,Wrestling,152,0,3739,0
2006/2007,TX,Adapted Bowling,0,0,0,0
2006/2007,TX,Adapted Floor Hockey,0,0,0,0
2006/2007,TX,Adapted Soccer,0,0,0,0
2006/2007,TX,Adapted Softball,0,0,0,0
2006/2007,TX,Archery,0,0,0,0
2006/2007,TX,Badminton,0,0,0,0
2006/2007,TX,Baseball,1089,0,40747,267
2006/2007,TX,Basketball,1250,1244,74457,70753
2006/2007,TX,Bowling,0,0,0,0
2006/2007,TX,Canoeing,0,0,0,0
2006/2007,TX,Competitive Spirit Squad,0,0,0,0
2006/2007,TX,Crew,0,0,0,0
2006/2007,TX,Cross Country,1189,1193,29591,29091
2006/2007,TX,Decathlon,0,0,0,0
2006/2007,TX,Equestrian,0,0,0,0
2006/2007,TX,Fencing,0,0,0,0
2006/2007,TX,Field Hockey,0,0,0,0
2006/2007,TX,Flag Football,0,0,0,0
2006/2007,TX,Football -- 11-Player,1045,0,161192,235
2006/2007,TX,Football -- 6-player,117,0,3628,1
2006/2007,TX,Football -- 8-player,0,0,0,0
2006/2007,TX,Football -- 9-player,0,0,0,0
2006/2007,TX,Golf,1154,1132,12752,7963
2006/2007,TX,Gymnastics,0,0,0,0
2006/2007,TX,Heptathlon,0,0,0,0
2006/2007,TX,Ice Hockey,0,0,0,0
2006/2007,TX,Judo,0,0,0,0
2006/2007,TX,Lacrosse,0,0,0,0
2006/2007,TX,Native Youth Olympics,0,0,0,0
2006/2007,TX,Other 1:,0,0,0,0
2006/2007,TX,Other 2:,0,0,0,0
2006/2007,TX,Pentathlon,0,0,0,0
2006/2007,TX,Riflery,0,0,0,0
2006/2007,TX,Rodeo,0,0,0,0
2006/2007,TX,Rythmic Gymnastics,0,0,0,0
2006/2007,TX,Skiing -- Alpine,0,0,0,0
2006/2007,TX,Skiing -- Cross Country,0,0,0,0
2006/2007,TX,Snowboarding,0,0,0,0
2006/2007,TX,Soccer,523,515,24384,19823
2006/2007,TX,Softball -- Fast Pitch,0,1029,0,28823
2006/2007,TX,Softball -- Slow Pitch,0,0,0,0
2006/2007,TX,Soft Tennis,0,0,0,0
2006/2007,TX,Swimming & Diving,416,414,5946,6674
2006/2007,TX,Synchronized Swimming,0,0,0,0
2006/2007,TX,Team Tennis,441,441,9899,9771
2006/2007,TX,Tennis,1111,1108,17428,17304
2006/2007,TX,Track and Field -- Indoor,0,0,0,0
2006/2007,TX,Track and Field -- Outdoor,1241,1236,81242,67350
2006/2007,TX,Volleyball,0,997,0,36512
2006/2007,TX,Water Polo,0,0,0,0
2006/2007,TX,Weight Lifting,0,0,0,0
2006/2007,TX,Wrestling,235,191,6674,1460
2006/2007,UT,Adapted Bowling,0,0,0,0
2006/2007,UT,Adapted Floor Hockey,0,0,0,0
2006/2007,UT,Adapted Soccer,0,0,0,0
2006/2007,UT,Adapted Softball,0,0,0,0
2006/2007,UT,Archery,0,0,0,0
2006/2007,UT,Badminton,0,0,0,0
2006/2007,UT,Baseball,107,5,2848,5
2006/2007,UT,Basketball,119,119,3193,2766
2006/2007,UT,Bowling,0,0,0,0
2006/2007,UT,Canoeing,0,0,0,0
2006/2007,UT,Competitive Spirit Squad,0,0,0,0
2006/2007,UT,Crew,0,0,0,0
2006/2007,UT,Cross Country,113,107,2026,1553
2006/2007,UT,Decathlon,0,0,0,0
2006/2007,UT,Equestrian,0,0,0,0
2006/2007,UT,Fencing,0,0,0,0
2006/2007,UT,Field Hockey,0,0,0,0
2006/2007,UT,Flag Football,0,0,0,0
2006/2007,UT,Football -- 11-Player,93,4,7818,5
2006/2007,UT,Football -- 6-player,0,0,0,0
2006/2007,UT,Football -- 8-player,0,0,0,0
2006/2007,UT,Football -- 9-player,0,0,0,0
2006/2007,UT,Golf,107,44,1330,95
2006/2007,UT,Gymnastics,0,0,0,0
2006/2007,UT,Heptathlon,0,0,0,0
2006/2007,UT,Ice Hockey,0,0,0,0
2006/2007,UT,Judo,0,0,0,0
2006/2007,UT,Lacrosse,0,0,0,0
2006/2007,UT,Native Youth Olympics,0,0,0,0
2006/2007,UT,Other 1:,0,0,0,0
2006/2007,UT,Other 2:,0,0,0,0
2006/2007,UT,Pentathlon,0,0,0,0
2006/2007,UT,Riflery,0,0,0,0
2006/2007,UT,Rodeo,0,0,0,0
2006/2007,UT,Rythmic Gymnastics,0,0,0,0
2006/2007,UT,Skiing -- Alpine,0,0,0,0
2006/2007,UT,Skiing -- Cross Country,0,0,0,0
2006/2007,UT,Snowboarding,0,0,0,0
2006/2007,UT,Soccer,83,80,2678,2568
2006/2007,UT,Softball -- Fast Pitch,0,86,0,1957
2006/2007,UT,Softball -- Slow Pitch,0,0,0,0
2006/2007,UT,Soft Tennis,0,0,0,0
2006/2007,UT,Swimming & Diving,69,70,1396,1389
2006/2007,UT,Synchronized Swimming,0,0,0,0
2006/2007,UT,Team Tennis,0,0,0,0
2006/2007,UT,Tennis,78,79,1406,1400
2006/2007,UT,Track and Field -- Indoor,0,0,0,0
2006/2007,UT,Track and Field -- Outdoor,113,113,4568,3788
2006/2007,UT,Volleyball,0,116,0,2779
2006/2007,UT,Water Polo,0,0,0,0
2006/2007,UT,Weight Lifting,0,0,0,0
2006/2007,UT,Wrestling,95,4,2995,5
2006/2007,VT,Adapted Bowling,0,0,0,0
2006/2007,VT,Adapted Floor Hockey,0,0,0,0
2006/2007,VT,Adapted Soccer,0,0,0,0
2006/2007,VT,Adapted Softball,0,0,0,0
2006/2007,VT,Archery,0,0,0,0
2006/2007,VT,Badminton,0,0,0,0
2006/2007,VT,Baseball,56,3,1507,2
2006/2007,VT,Basketball,58,55,1777,1496
2006/2007,VT,Bowling,0,0,0,0
2006/2007,VT,Canoeing,0,0,0,0
2006/2007,VT,Competitive Spirit Squad,10,26,21,391
2006/2007,VT,Crew,0,0,0,0
2006/2007,VT,Cross Country,45,43,603,562
2006/2007,VT,Decathlon,0,0,0,0
2006/2007,VT,Equestrian,0,0,0,0
2006/2007,VT,Fencing,0,0,0,0
2006/2007,VT,Field Hockey,3,28,133,1037
2006/2007,VT,Flag Football,0,0,0,0
2006/2007,VT,Football -- 11-Player,33,4,1924,5
2006/2007,VT,Football -- 6-player,0,0,0,0
2006/2007,VT,Football -- 8-player,0,0,0,0
2006/2007,VT,Football -- 9-player,0,0,0,0
2006/2007,VT,Golf,47,31,478,132
2006/2007,VT,Gymnastics,0,9,0,123
2006/2007,VT,Heptathlon,0,0,0,0
2006/2007,VT,Ice Hockey,26,23,514,378
2006/2007,VT,Judo,0,0,0,0
2006/2007,VT,Lacrosse,26,23,514,378
2006/2007,VT,Native Youth Olympics,0,0,0,0
2006/2007,VT,Other 1:,0,0,0,0
2006/2007,VT,Other 2:,0,0,0,0
2006/2007,VT,Pentathlon,0,0,0,0
2006/2007,VT,Riflery,0,0,0,0
2006/2007,VT,Rodeo,0,0,0,0
2006/2007,VT,Rythmic Gymnastics,0,0,0,0
2006/2007,VT,Skiing -- Alpine,27,24,238,184
2006/2007,VT,Skiing -- Cross Country,24,24,245,240
2006/2007,VT,Snowboarding,10,8,118,52
2006/2007,VT,Soccer,59,59,2110,2091
2006/2007,VT,Softball -- Fast Pitch,6,48,164,1088
2006/2007,VT,Softball -- Slow Pitch,0,0,0,0
2006/2007,VT,Soft Tennis,0,0,0,0
2006/2007,VT,Swimming & Diving,0,0,0,0
2006/2007,VT,Synchronized Swimming,0,0,0,0
2006/2007,VT,Team Tennis,0,0,0,0
2006/2007,VT,Tennis,24,24,283,367
2006/2007,VT,Track and Field -- Indoor,16,15,241,246
2006/2007,VT,Track and Field -- Outdoor,41,43,943,969
2006/2007,VT,Volleyball,0,0,0,0
2006/2007,VT,Water Polo,0,0,0,0
2006/2007,VT,Weight Lifting,0,0,0,0
2006/2007,VT,Wrestling,21,7,290,10
2006/2007,VA,Adapted Bowling,0,0,0,0
2006/2007,VA,Adapted Floor Hockey,0,0,0,0
2006/2007,VA,Adapted Soccer,0,0,0,0
2006/2007,VA,Adapted Softball,0,0,0,0
2006/2007,VA,Archery,0,0,0,0
2006/2007,VA,Badminton,0,0,0,0
2006/2007,VA,Baseball,302,0,9175,0
2006/2007,VA,Basketball,304,300,9516,7821
2006/2007,VA,Bowling,0,0,0,0
2006/2007,VA,Canoeing,0,0,0,0
2006/2007,VA,Competitive Spirit Squad,95,300,191,10897
2006/2007,VA,Crew,28,28,890,952
2006/2007,VA,Cross Country,284,276,4993,4017
2006/2007,VA,Decathlon,0,0,0,0
2006/2007,VA,Equestrian,0,0,0,0
2006/2007,VA,Fencing,0,0,0,0
2006/2007,VA,Field Hockey,0,129,0,4359
2006/2007,VA,Flag Football,0,0,0,0
2006/2007,VA,Football -- 11-Player,300,25,25722,37
2006/2007,VA,Football -- 6-player,0,0,0,0
2006/2007,VA,Football -- 8-player,0,0,0,0
2006/2007,VA,Football -- 9-player,0,0,0,0
2006/2007,VA,Golf,285,132,2970,298
2006/2007,VA,Gymnastics,3,81,21,851
2006/2007,VA,Heptathlon,0,0,0,0
2006/2007,VA,Ice Hockey,0,0,0,0
2006/2007,VA,Judo,0,0,0,0
2006/2007,VA,Lacrosse,69,62,3390,2165
2006/2007,VA,Native Youth Olympics,0,0,0,0
2006/2007,VA,Other 1:,0,0,0,0
2006/2007,VA,Other 2:,0,0,0,0
2006/2007,VA,Pentathlon,0,0,0,0
2006/2007,VA,Riflery,0,0,0,0
2006/2007,VA,Rodeo,0,0,0,0
2006/2007,VA,Rythmic Gymnastics,0,0,0,0
2006/2007,VA,Skiing -- Alpine,0,0,0,0
2006/2007,VA,Skiing -- Cross Country,0,0,0,0
2006/2007,VA,Snowboarding,0,0,0,0
2006/2007,VA,Soccer,262,257,8892,7597
2006/2007,VA,Softball -- Fast Pitch,0,300,0,7858
2006/2007,VA,Softball -- Slow Pitch,0,0,0,0
2006/2007,VA,Soft Tennis,0,0,0,0
2006/2007,VA,Swimming & Diving,169,169,3071,3910
2006/2007,VA,Synchronized Swimming,0,0,0,0
2006/2007,VA,Team Tennis,0,0,0,0
2006/2007,VA,Tennis,243,260,3017,3553
2006/2007,VA,Track and Field -- Indoor,210,209,6725,5341
2006/2007,VA,Track and Field -- Outdoor,295,296,10234,8330
2006/2007,VA,Volleyball,78,283,1342,6995
2006/2007,VA,Water Polo,0,0,0,0
2006/2007,VA,Weight Lifting,0,0,0,0
2006/2007,VA,Wrestling,254,62,6867,98
2006/2007,WA,Adapted Bowling,0,0,0,0
2006/2007,WA,Adapted Floor Hockey,0,0,0,0
2006/2007,WA,Adapted Soccer,0,0,0,0
2006/2007,WA,Adapted Softball,0,0,0,0
2006/2007,WA,Archery,0,0,0,0
2006/2007,WA,Badminton,0,0,0,0
2006/2007,WA,Baseball,328,6,10138,92
2006/2007,WA,Basketball,380,368,11904,9429
2006/2007,WA,Bowling,0,52,0,1156
2006/2007,WA,Canoeing,0,0,0,0
2006/2007,WA,Competitive Spirit Squad,0,0,0,0
2006/2007,WA,Crew,0,0,0,0
2006/2007,WA,Cross Country,280,269,5512,3717
2006/2007,WA,Decathlon,0,0,0,0
2006/2007,WA,Equestrian,0,0,0,0
2006/2007,WA,Fencing,0,0,0,0
2006/2007,WA,Field Hockey,0,0,0,0
2006/2007,WA,Flag Football,0,0,0,0
2006/2007,WA,Football -- 11-Player,292,10,22198,12
2006/2007,WA,Football -- 6-player,0,0,0,0
2006/2007,WA,Football -- 8-player,38,2,641,2
2006/2007,WA,Football -- 9-player,0,0,0,0
2006/2007,WA,Golf,268,250,3583,2310
2006/2007,WA,Gymnastics,0,81,0,1683
2006/2007,WA,Heptathlon,0,0,0,0
2006/2007,WA,Ice Hockey,0,0,0,0
2006/2007,WA,Judo,0,0,0,0
2006/2007,WA,Lacrosse,0,0,0,0
2006/2007,WA,Native Youth Olympics,0,0,0,0
2006/2007,WA,Other 1:,0,0,0,0
2006/2007,WA,Other 2:,0,0,0,0
2006/2007,WA,Pentathlon,0,0,0,0
2006/2007,WA,Riflery,0,0,0,0
2006/2007,WA,Rodeo,0,0,0,0
2006/2007,WA,Rythmic Gymnastics,0,0,0,0
2006/2007,WA,Skiing -- Alpine,0,0,0,0
2006/2007,WA,Skiing -- Cross Country,0,0,0,0
2006/2007,WA,Snowboarding,0,0,0,0
2006/2007,WA,Soccer,261,259,9999,9266
2006/2007,WA,Softball -- Fast Pitch,0,304,0,7914
2006/2007,WA,Softball -- Slow Pitch,0,0,0,0
2006/2007,WA,Soft Tennis,0,0,0,0
2006/2007,WA,Swimming & Diving,0,0,0,0
2006/2007,WA,Synchronized Swimming,0,0,0,0
2006/2007,WA,Team Tennis,0,0,0,0
2006/2007,WA,Tennis,230,245,5231,7473
2006/2007,WA,Track and Field -- Indoor,0,0,0,0
2006/2007,WA,Track and Field -- Outdoor,339,335,12394,9769
2006/2007,WA,Volleyball,0,362,0,10537
2006/2007,WA,Water Polo,0,0,0,0
2006/2007,WA,Weight Lifting,0,0,0,0
2006/2007,WA,Wrestling,267,85,8258,281
2006/2007,WV,Adapted Bowling,0,0,0,0
2006/2007,WV,Adapted Floor Hockey,0,0,0,0
2006/2007,WV,Adapted Soccer,0,0,0,0
2006/2007,WV,Adapted Softball,0,0,0,0
2006/2007,WV,Archery,0,0,0,0
2006/2007,WV,Badminton,0,0,0,0
2006/2007,WV,Baseball,123,0,2908,0
2006/2007,WV,Basketball,130,130,3363,2543
2006/2007,WV,Bowling,0,0,0,0
2006/2007,WV,Canoeing,0,0,0,0
2006/2007,WV,Competitive Spirit Squad,0,0,0,0
2006/2007,WV,Crew,0,0,0,0
2006/2007,WV,Cross Country,74,75,755,642
2006/2007,WV,Decathlon,0,0,0,0
2006/2007,WV,Equestrian,0,0,0,0
2006/2007,WV,Fencing,0,0,0,0
2006/2007,WV,Field Hockey,0,0,0,0
2006/2007,WV,Flag Football,0,0,0,0
2006/2007,WV,Football -- 11-Player,121,0,6630,0
2006/2007,WV,Football -- 6-player,0,0,0,0
2006/2007,WV,Football -- 8-player,0,0,0,0
2006/2007,WV,Football -- 9-player,0,0,0,0
2006/2007,WV,Golf,104,2,1010,2
2006/2007,WV,Gymnastics,0,0,0,0
2006/2007,WV,Heptathlon,0,0,0,0
2006/2007,WV,Ice Hockey,0,0,0,0
2006/2007,WV,Judo,0,0,0,0
2006/2007,WV,Lacrosse,0,0,0,0
2006/2007,WV,Native Youth Olympics,0,0,0,0
2006/2007,WV,Other 1:,0,0,0,0
2006/2007,WV,Other 2:,0,0,0,0
2006/2007,WV,Pentathlon,0,0,0,0
2006/2007,WV,Riflery,0,0,0,0
2006/2007,WV,Rodeo,0,0,0,0
2006/2007,WV,Rythmic Gymnastics,0,0,0,0
2006/2007,WV,Skiing -- Alpine,0,0,0,0
2006/2007,WV,Skiing -- Cross Country,0,0,0,0
2006/2007,WV,Snowboarding,0,0,0,0
2006/2007,WV,Soccer,72,67,1844,1603
2006/2007,WV,Softball -- Fast Pitch,0,124,0,2476
2006/2007,WV,Softball -- Slow Pitch,0,0,0,0
2006/2007,WV,Soft Tennis,0,0,0,0
2006/2007,WV,Swimming & Diving,40,39,391,632
2006/2007,WV,Synchronized Swimming,0,0,0,0
2006/2007,WV,Team Tennis,0,0,0,0
2006/2007,WV,Tennis,81,83,792,1033
2006/2007,WV,Track and Field -- Indoor,0,0,0,0
2006/2007,WV,Track and Field -- Outdoor,105,105,2851,2686
2006/2007,WV,Volleyball,0,113,0,2379
2006/2007,WV,Water Polo,0,0,0,0
2006/2007,WV,Weight Lifting,0,0,0,0
2006/2007,WV,Wrestling,78,1,1573,1
2006/2007,WI,Adapted Bowling,0,0,0,0
2006/2007,WI,Adapted Floor Hockey,0,0,0,0
2006/2007,WI,Adapted Soccer,0,0,0,0
2006/2007,WI,Adapted Softball,0,0,0,0
2006/2007,WI,Archery,0,0,0,0
2006/2007,WI,Badminton,0,0,0,0
2006/2007,WI,Baseball,451,0,19967,0
2006/2007,WI,Basketball,481,486,15699,13068
2006/2007,WI,Bowling,0,0,0,0
2006/2007,WI,Canoeing,0,0,0,0
2006/2007,WI,Competitive Spirit Squad,0,0,0,0
2006/2007,WI,Crew,0,0,0,0
2006/2007,WI,Cross Country,382,383,5832,5767
2006/2007,WI,Decathlon,0,0,0,0
2006/2007,WI,Equestrian,0,0,0,0
2006/2007,WI,Fencing,0,0,0,0
2006/2007,WI,Field Hockey,0,0,0,0
2006/2007,WI,Flag Football,0,0,0,0
2006/2007,WI,Football -- 11-Player,434,0,30634,0
2006/2007,WI,Football -- 6-player,0,0,0,0
2006/2007,WI,Football -- 8-player,0,0,0,0
2006/2007,WI,Football -- 9-player,0,0,0,0
2006/2007,WI,Golf,376,146,6585,1594
2006/2007,WI,Gymnastics,0,83,0,1067
2006/2007,WI,Heptathlon,0,0,0,0
2006/2007,WI,Ice Hockey,88,23,2034,372
2006/2007,WI,Judo,0,0,0,0
2006/2007,WI,Lacrosse,0,0,0,0
2006/2007,WI,Native Youth Olympics,0,0,0,0
2006/2007,WI,Other 1:,0,0,0,0
2006/2007,WI,Other 2:,0,0,0,0
2006/2007,WI,Pentathlon,0,0,0,0
2006/2007,WI,Riflery,0,0,0,0
2006/2007,WI,Rodeo,0,0,0,0
2006/2007,WI,Rythmic Gymnastics,0,0,0,0
2006/2007,WI,Skiing -- Alpine,0,0,0,0
2006/2007,WI,Skiing -- Cross Country,0,0,0,0
2006/2007,WI,Snowboarding,0,0,0,0
2006/2007,WI,Soccer,249,243,9731,8647
2006/2007,WI,Softball -- Fast Pitch,0,436,0,11906
2006/2007,WI,Softball -- Slow Pitch,0,0,0,0
2006/2007,WI,Soft Tennis,0,0,0,0
2006/2007,WI,Swimming & Diving,110,137,2133,3656
2006/2007,WI,Synchronized Swimming,0,0,0,0
2006/2007,WI,Team Tennis,0,0,0,0
2006/2007,WI,Tennis,191,206,4921,6117
2006/2007,WI,Track and Field -- Indoor,0,0,0,0
2006/2007,WI,Track and Field -- Outdoor,433,429,14904,11470
