Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
2006/2007,NV,Native Youth Olympics,0,0,0,0
2006/2007,NV,Other 1:,0,0,0,0
2006/2007,NV,Other 2:,0,0,0,0
2006/2007,NV,Pentathlon,0,0,0,0
2006/2007,NV,Riflery,0,0,0,0
2006/2007,NV,Rodeo,0,0,0,0
2006/2007,NV,Rythmic Gymnastics,0,0,0,0
2006/2007,NV,Skiing -- Alpine,13,13,240,183
2006/2007,NV,Skiing -- Cross Country,0,0,0,0
2006/2007,NV,Snowboarding,0,0,0,0
2006/2007,NV,Soccer,65,65,2066,1975
2006/2007,NV,Softball -- Fast Pitch,0,81,0,2009
2006/2007,NV,Softball -- Slow Pitch,0,0,0,0
2006/2007,NV,Soft Tennis,0,0,0,0
2006/2007,NV,Swimming & Diving,49,49,656,1087
2006/2007,NV,Synchronized Swimming,0,0,0,0
2006/2007,NV,Team Tennis,0,0,0,0
2006/2007,NV,Tennis,48,51,642,753
2006/2007,NV,Track and Field -- Indoor,0,0,0,0
2006/2007,NV,Track and Field -- Outdoor,87,84,3055,2410
2006/2007,NV,Volleyball,29,100,862,2661
2006/2007,NV,Water Polo,0,0,0,0
2006/2007,NV,Weight Lifting,0,0,0,0
2006/2007,NV,Wrestling,80,0,2240,0
2006/2007,NH,Adapted Bowling,0,0,0,0
2006/2007,NH,Adapted Floor Hockey,0,0,0,0
2006/2007,NH,Adapted Soccer,0,0,0,0
2006/2007,NH,Adapted Softball,0,0,0,0
2006/2007,NH,Archery,0,0,0,0
2006/2007,NH,Badminton,0,0,0,0
2006/2007,NH,Baseball,85,0,2783,0
2006/2007,NH,Basketball,88,87,2578,2403
2006/2007,NH,Bowling,0,0,0,0
2006/2007,NH,Canoeing,0,0,0,0
2006/2007,NH,Competitive Spirit Squad,0,66,20,1781
2006/2007,NH,Crew,0,0,0,0
2006/2007,NH,Cross Country,70,69,1075,1037
2006/2007,NH,Decathlon,0,0,0,0
2006/2007,NH,Equestrian,0,0,0,0
2006/2007,NH,Fencing,0,0,0,0
2006/2007,NH,Field Hockey,0,56,0,2060
2006/2007,NH,Flag Football,0,0,0,0
2006/2007,NH,Football -- 11-Player,51,0,3622,10
2006/2007,NH,Football -- 6-player,0,0,0,0
2006/2007,NH,Football -- 8-player,0,0,0,0
2006/2007,NH,Football -- 9-player,0,0,0,0
2006/2007,NH,Golf,70,26,930,54
2006/2007,NH,Gymnastics,0,35,10,192
2006/2007,NH,Heptathlon,0,0,0,0
2006/2007,NH,Ice Hockey,40,0,1067,59
2006/2007,NH,Judo,0,0,0,0
2006/2007,NH,Lacrosse,42,37,1915,1414
2006/2007,NH,Native Youth Olympics,0,0,0,0
2006/2007,NH,Other 1:,0,0,0,0
2006/2007,NH,Other 2:,0,0,0,0
2006/2007,NH,Pentathlon,0,0,0,0
2006/2007,NH,Riflery,0,0,0,0
2006/2007,NH,Rodeo,0,0,0,0
2006/2007,NH,Rythmic Gymnastics,0,0,0,0
2006/2007,NH,Skiing -- Alpine,51,51,579,419
2006/2007,NH,Skiing -- Cross Country,35,33,310,401
2006/2007,NH,Snowboarding,0,0,0,0
2006/2007,NH,Soccer,86,77,3347,2834
2006/2007,NH,Softball -- Fast Pitch,0,85,0,2272
2006/2007,NH,Softball -- Slow Pitch,0,0,0,0
2006/2007,NH,Soft Tennis,0,0,0,0
2006/2007,NH,Swimming & Diving,43,40,365,623
2006/2007,NH,Synchronized Swimming,0,0,0,0
2006/2007,NH,Team Tennis,0,0,0,0
2006/2007,NH,Tennis,49,51,738,863
2006/2007,NH,Track and Field -- Indoor,50,49,1139,1202
2006/2007,NH,Track and Field -- Outdoor,70,71,2414,2224
2006/2007,NH,Volleyball,8,56,248,1433
2006/2007,NH,Water Polo,0,0,0,0
2006/2007,NH,Weight Lifting,0,0,0,0
2006/2007,NH,Wrestling,35,0,747,8
2006/2007,NJ,Adapted Bowling,0,0,0,0
2006/2007,NJ,Adapted Floor Hockey,0,0,0,0
2006/2007,NJ,Adapted Soccer,0,0,0,0
2006/2007,NJ,Adapted Softball,0,0,0,0
2006/2007,NJ,Archery,0,0,0,0
2006/2007,NJ,Badminton,0,0,0,0
2006/2007,NJ,Baseball,411,4,14950,105
2006/2007,NJ,Basketball,418,423,13359,9722
2006/2007,NJ,Bowling,234,219,2912,1889
2006/2007,NJ,Canoeing,0,0,0,0
2006/2007,NJ,Competitive Spirit Squad,0,0,0,0
2006/2007,NJ,Crew,0,0,0,0
2006/2007,NJ,Cross Country,387,384,7015,4964
2006/2007,NJ,Decathlon,0,0,0,0
2006/2007,NJ,Equestrian,0,0,0,0
2006/2007,NJ,Fencing,39,38,1164,1058
2006/2007,NJ,Field Hockey,0,0,0,9490
2006/2007,NJ,Flag Football,0,0,0,0
2006/2007,NJ,Football -- 11-Player,356,0,27081,2
2006/2007,NJ,Football -- 6-player,0,0,0,0
2006/2007,NJ,Football -- 8-player,0,0,0,0
2006/2007,NJ,Football -- 9-player,0,0,0,0
2006/2007,NJ,Golf,324,211,3996,1009
2006/2007,NJ,Gymnastics,0,69,11,907
2006/2007,NJ,Heptathlon,0,0,0,0
2006/2007,NJ,Ice Hockey,120,15,3216,84
2006/2007,NJ,Judo,0,0,0,0
2006/2007,NJ,Lacrosse,137,151,7034,7309
2006/2007,NJ,Native Youth Olympics,0,0,0,0
2006/2007,NJ,Other 1:,0,0,0,0
2006/2007,NJ,Other 2:,0,0,0,0
2006/2007,NJ,Pentathlon,0,0,0,0
2006/2007,NJ,Riflery,0,0,0,0
2006/2007,NJ,Rodeo,0,0,0,0
2006/2007,NJ,Rythmic Gymnastics,0,0,0,0
2006/2007,NJ,Skiing -- Alpine,0,0,0,0
2006/2007,NJ,Skiing -- Cross Country,14,12,230,135
2006/2007,NJ,Snowboarding,0,0,0,0
2006/2007,NJ,Soccer,402,365,16798,13188
2006/2007,NJ,Softball -- Fast Pitch,0,412,0,12512
2006/2007,NJ,Softball -- Slow Pitch,0,0,0,0
2006/2007,NJ,Soft Tennis,0,0,0,0
2006/2007,NJ,Swimming & Diving,230,236,4374,5701
2006/2007,NJ,Synchronized Swimming,0,0,0,0
2006/2007,NJ,Team Tennis,0,0,0,0
2006/2007,NJ,Tennis,338,358,6052,6670
2006/2007,NJ,Track and Field -- Indoor,304,301,9476,8037
2006/2007,NJ,Track and Field -- Outdoor,379,382,15963,13577
2006/2007,NJ,Volleyball,84,228,2315,6075
2006/2007,NJ,Water Polo,0,0,0,0
2006/2007,NJ,Weight Lifting,0,0,0,0
2006/2007,NJ,Wrestling,323,1,8933,19
2006/2007,NM,Adapted Bowling,0,0,0,0
2006/2007,NM,Adapted Floor Hockey,0,0,0,0
2006/2007,NM,Adapted Soccer,0,0,0,0
2006/2007,NM,Adapted Softball,0,0,0,0
2006/2007,NM,Archery,0,0,0,0
2006/2007,NM,Badminton,0,0,0,0
2006/2007,NM,Baseball,101,0,2738,0
2006/2007,NM,Basketball,146,146,4076,3528
2006/2007,NM,Bowling,0,0,0,0
2006/2007,NM,Canoeing,0,0,0,0
2006/2007,NM,Competitive Spirit Squad,0,0,0,0
2006/2007,NM,Crew,0,0,0,0
2006/2007,NM,Cross Country,98,98,1432,1238
2006/2007,NM,Decathlon,0,0,0,0
2006/2007,NM,Equestrian,0,0,0,0
2006/2007,NM,Fencing,0,0,0,0
2006/2007,NM,Field Hockey,0,0,0,0
2006/2007,NM,Flag Football,0,0,0,0
2006/2007,NM,Football -- 11-Player,92,0,6732,0
2006/2007,NM,Football -- 6-player,7,0,45,0
2006/2007,NM,Football -- 8-player,14,0,125,0
2006/2007,NM,Football -- 9-player,0,0,0,0
2006/2007,NM,Golf,77,77,759,365
2006/2007,NM,Gymnastics,0,0,0,0
2006/2007,NM,Heptathlon,0,0,0,0
2006/2007,NM,Ice Hockey,0,0,0,0
2006/2007,NM,Judo,0,0,0,0
2006/2007,NM,Lacrosse,0,0,0,0
2006/2007,NM,Native Youth Olympics,0,0,0,0
2006/2007,NM,Other 1:,0,0,0,0
2006/2007,NM,Other 2:,0,0,0,0
2006/2007,NM,Pentathlon,0,0,0,0
2006/2007,NM,Riflery,0,0,0,0
2006/2007,NM,Rodeo,0,0,0,0
2006/2007,NM,Rythmic Gymnastics,0,0,0,0
2006/2007,NM,Skiing -- Alpine,0,0,0,0
2006/2007,NM,Skiing -- Cross Country,0,0,0,0
2006/2007,NM,Snowboarding,0,0,0,0
2006/2007,NM,Soccer,63,63,2076,1917
2006/2007,NM,Softball -- Fast Pitch,0,83,0,2022
2006/2007,NM,Softball -- Slow Pitch,0,0,0,0
2006/2007,NM,Soft Tennis,0,0,0,0
2006/2007,NM,Swimming & Diving,39,39,452,637
2006/2007,NM,Synchronized Swimming,0,0,0,0
2006/2007,NM,Team Tennis,0,0,0,0
2006/2007,NM,Tennis,53,53,693,852
2006/2007,NM,Track and Field -- Indoor,0,0,0,0
2006/2007,NM,Track and Field -- Outdoor,145,145,3981,3113
2006/2007,NM,Volleyball,0,143,0,3633
2006/2007,NM,Water Polo,0,0,0,0
2006/2007,NM,Weight Lifting,0,0,0,0
2006/2007,NM,Wrestling,52,0,1488,0
2006/2007,NY,Adapted Bowling,0,0,0,0
2006/2007,NY,Adapted Floor Hockey,0,0,0,0
2006/2007,NY,Adapted Soccer,0,0,0,0
2006/2007,NY,Adapted Softball,0,0,0,0
2006/2007,NY,Archery,0,0,0,0
2006/2007,NY,Badminton,7,38,115,918
2006/2007,NY,Baseball,667,0,21768,0
2006/2007,NY,Basketball,697,688,20942,17850
2006/2007,NY,Bowling,349,207,4363,3024
2006/2007,NY,Canoeing,0,0,0,0
2006/2007,NY,Competitive Spirit Squad,0,0,0,0
2006/2007,NY,Crew,0,0,0,0
2006/2007,NY,Cross Country,539,516,7870,6348
2006/2007,NY,Decathlon,0,0,0,0
2006/2007,NY,Equestrian,0,0,0,0
2006/2007,NY,Fencing,24,24,498,425
2006/2007,NY,Field Hockey,0,232,0,8619
2006/2007,NY,Flag Football,0,0,0,0
2006/2007,NY,Football -- 11-Player,522,0,34738,0
2006/2007,NY,Football -- 6-player,0,0,0,0
2006/2007,NY,Football -- 8-player,0,0,0,0
2006/2007,NY,Football -- 9-player,0,0,0,0
2006/2007,NY,Golf,573,109,7745,1211
2006/2007,NY,Gymnastics,20,115,240,1556
2006/2007,NY,Heptathlon,0,0,0,0
2006/2007,NY,Ice Hockey,139,0,2895,0
2006/2007,NY,Judo,0,0,0,0
2006/2007,NY,Lacrosse,244,211,14200,9899
2006/2007,NY,Native Youth Olympics,0,0,0,0
2006/2007,NY,Other 1:,98,93,1190,996
2006/2007,NY,Other 2:,0,0,0,0
2006/2007,NY,Pentathlon,0,0,0,0
2006/2007,NY,Riflery,18,8,289,39
2006/2007,NY,Rodeo,0,0,0,0
2006/2007,NY,Rythmic Gymnastics,0,0,0,0
2006/2007,NY,Skiing -- Alpine,0,0,0,0
2006/2007,NY,Skiing -- Cross Country,0,0,0,0
2006/2007,NY,Snowboarding,0,0,0,0
2006/2007,NY,Soccer,641,637,23274,22806
2006/2007,NY,Softball -- Fast Pitch,0,679,0,18793
2006/2007,NY,Softball -- Slow Pitch,0,0,0,0
2006/2007,NY,Soft Tennis,0,0,0,0
2006/2007,NY,Swimming & Diving,276,317,4813,7480
2006/2007,NY,Synchronized Swimming,0,0,0,0
2006/2007,NY,Team Tennis,0,0,0,0
2006/2007,NY,Tennis,491,429,9321,8512
2006/2007,NY,Track and Field -- Indoor,358,353,9145,9450
2006/2007,NY,Track and Field -- Outdoor,591,593,18624,18734
2006/2007,NY,Volleyball,171,596,3627,15153
2006/2007,NY,Water Polo,0,0,0,0
2006/2007,NY,Weight Lifting,0,0,0,0
2006/2007,NY,Wrestling,462,0,12879,0
2006/2007,NC,Adapted Bowling,0,0,0,0
2006/2007,NC,Adapted Floor Hockey,0,0,0,0
2006/2007,NC,Adapted Soccer,0,0,0,0
2006/2007,NC,Adapted Softball,0,0,0,0
2006/2007,NC,Archery,0,0,0,0
2006/2007,NC,Badminton,0,0,0,0
2006/2007,NC,Baseball,362,0,9378,0
2006/2007,NC,Basketball,368,368,10050,8116
2006/2007,NC,Bowling,0,0,0,0
2006/2007,NC,Canoeing,0,0,0,0
2006/2007,NC,Competitive Spirit Squad,0,365,0,18718
2006/2007,NC,Crew,0,0,0,0
2006/2007,NC,Cross Country,337,336,5082,4316
2006/2007,NC,Decathlon,0,0,0,0
2006/2007,NC,Equestrian,0,0,0,0
2006/2007,NC,Fencing,0,0,0,0
2006/2007,NC,Field Hockey,0,18,0,382
2006/2007,NC,Flag Football,0,0,0,0
2006/2007,NC,Football -- 11-Player,354,0,33753,0
2006/2007,NC,Football -- 6-player,0,0,0,0
2006/2007,NC,Football -- 8-player,0,0,0,0
2006/2007,NC,Football -- 9-player,0,0,0,0
2006/2007,NC,Golf,345,194,3448,1239
2006/2007,NC,Gymnastics,0,19,0,122
2006/2007,NC,Heptathlon,0,0,0,0
2006/2007,NC,Ice Hockey,0,0,0,0
2006/2007,NC,Judo,0,0,0,0
2006/2007,NC,Lacrosse,53,43,2292,1032
2006/2007,NC,Native Youth Olympics,0,0,0,0
2006/2007,NC,Other 1:,0,0,0,0
2006/2007,NC,Other 2:,0,0,0,0
2006/2007,NC,Pentathlon,0,0,0,0
2006/2007,NC,Riflery,0,0,0,0
2006/2007,NC,Rodeo,0,0,0,0
2006/2007,NC,Rythmic Gymnastics,0,0,0,0
2006/2007,NC,Skiing -- Alpine,0,0,0,0
2006/2007,NC,Skiing -- Cross Country,0,0,0,0
2006/2007,NC,Snowboarding,0,0,0,0
2006/2007,NC,Soccer,327,308,10025,8592
2006/2007,NC,Softball -- Fast Pitch,0,362,0,7996
2006/2007,NC,Softball -- Slow Pitch,0,0,0,0
2006/2007,NC,Soft Tennis,0,0,0,0
2006/2007,NC,Swimming & Diving,235,236,3286,4444
2006/2007,NC,Synchronized Swimming,0,0,0,0
2006/2007,NC,Team Tennis,0,0,0,0
2006/2007,NC,Tennis,314,320,3970,4150
2006/2007,NC,Track and Field -- Indoor,180,169,3484,2795
2006/2007,NC,Track and Field -- Outdoor,354,352,12809,9160
2006/2007,NC,Volleyball,0,365,0,8251
2006/2007,NC,Water Polo,0,0,0,0
2006/2007,NC,Weight Lifting,0,0,0,0
2006/2007,NC,Wrestling,308,0,8744,0
2006/2007,ND,Adapted Bowling,0,0,0,0
2006/2007,ND,Adapted Floor Hockey,0,0,0,0
2006/2007,ND,Adapted Soccer,0,0,0,0
2006/2007,ND,Adapted Softball,0,0,0,0
2006/2007,ND,Archery,0,0,0,0
2006/2007,ND,Badminton,0,0,0,0
2006/2007,ND,Baseball,90,2,1300,3
2006/2007,ND,Basketball,172,169,3384,2682
2006/2007,ND,Bowling,0,0,0,0
2006/2007,ND,Canoeing,0,0,0,0
2006/2007,ND,Competitive Spirit Squad,0,0,0,0
2006/2007,ND,Crew,0,0,0,0
2006/2007,ND,Cross Country,62,57,468,402
2006/2007,ND,Decathlon,0,0,0,0
2006/2007,ND,Equestrian,0,0,0,0
2006/2007,ND,Fencing,0,0,0,0
2006/2007,ND,Field Hockey,0,0,0,0
2006/2007,ND,Flag Football,0,0,0,0
2006/2007,ND,Football -- 11-Player,89,4,3335,15
2006/2007,ND,Football -- 6-player,0,0,0,0
2006/2007,ND,Football -- 8-player,0,0,0,0
2006/2007,ND,Football -- 9-player,74,2,1256,2
2006/2007,ND,Golf,126,105,1252,605
2006/2007,ND,Gymnastics,0,14,0,80
2006/2007,ND,Heptathlon,0,0,0,0
2006/2007,ND,Ice Hockey,29,19,571,195
2006/2007,ND,Judo,0,0,0,0
2006/2007,ND,Lacrosse,0,0,0,0
2006/2007,ND,Native Youth Olympics,0,0,0,0
2006/2007,ND,Other 1:,0,0,0,0
2006/2007,ND,Other 2:,0,0,0,0
2006/2007,ND,Pentathlon,0,0,0,0
2006/2007,ND,Riflery,0,0,0,0
2006/2007,ND,Rodeo,0,0,0,0
2006/2007,ND,Rythmic Gymnastics,0,0,0,0
2006/2007,ND,Skiing -- Alpine,0,0,0,0
2006/2007,ND,Skiing -- Cross Country,0,0,0,0
2006/2007,ND,Snowboarding,0,0,0,0
2006/2007,ND,Soccer,15,16,574,595
2006/2007,ND,Softball -- Fast Pitch,0,0,0,0
2006/2007,ND,Softball -- Slow Pitch,0,0,0,0
2006/2007,ND,Soft Tennis,0,0,0,0
2006/2007,ND,Swimming & Diving,15,18,284,297
2006/2007,ND,Synchronized Swimming,0,0,0,0
2006/2007,ND,Team Tennis,0,0,0,0
2006/2007,ND,Tennis,19,21,276,453
2006/2007,ND,Track and Field -- Indoor,0,0,0,0
2006/2007,ND,Track and Field -- Outdoor,156,153,2265,1933
2006/2007,ND,Volleyball,0,162,0,3398
2006/2007,ND,Water Polo,0,0,0,0
2006/2007,ND,Weight Lifting,0,0,0,0
2006/2007,ND,Wrestling,72,10,933,13
2006/2007,OH,Adapted Bowling,0,0,0,0
2006/2007,OH,Adapted Floor Hockey,0,0,0,0
2006/2007,OH,Adapted Soccer,0,0,0,0
2006/2007,OH,Adapted Softball,0,0,0,0
2006/2007,OH,Archery,2,2,26,18
2006/2007,OH,Badminton,0,0,0,0
2006/2007,OH,Baseball,793,0,24055,124
2006/2007,OH,Basketball,811,811,24330,18653
2006/2007,OH,Bowling,239,228,1912,1368
2006/2007,OH,Canoeing,0,0,0,0
2006/2007,OH,Competitive Spirit Squad,0,0,0,0
2006/2007,OH,Crew,21,17,306,212
2006/2007,OH,Cross Country,704,694,8624,7114
2006/2007,OH,Decathlon,0,0,0,0
2006/2007,OH,Equestrian,1,2,7,19
2006/2007,OH,Fencing,10,8,49,54
2006/2007,OH,Field Hockey,0,35,0,1152
2006/2007,OH,Flag Football,0,1,0,83
2006/2007,OH,Football -- 11-Player,721,0,47586,148
2006/2007,OH,Football -- 6-player,0,0,0,0
2006/2007,OH,Football -- 8-player,0,0,0,0
2006/2007,OH,Football -- 9-player,0,0,0,0
2006/2007,OH,Golf,738,486,8911,2323
2006/2007,OH,Gymnastics,6,151,62,987
2006/2007,OH,Heptathlon,0,0,0,0
2006/2007,OH,Ice Hockey,84,0,1960,2
2006/2007,OH,Judo,0,0,0,0
2006/2007,OH,Lacrosse,47,40,2320,1749
2006/2007,OH,Native Youth Olympics,0,0,0,0
2006/2007,OH,Other 1:,0,0,0,0
2006/2007,OH,Other 2:,0,0,0,0
2006/2007,OH,Pentathlon,0,0,0,0
2006/2007,OH,Riflery,2,1,57,5
2006/2007,OH,Rodeo,0,0,0,0
2006/2007,OH,Rythmic Gymnastics,0,0,0,0
2006/2007,OH,Skiing -- Alpine,3,3,65,69
2006/2007,OH,Skiing -- Cross Country,0,0,0,0
2006/2007,OH,Snowboarding,3,3,34,25
2006/2007,OH,Soccer,564,486,16183,13284
2006/2007,OH,Softball -- Fast Pitch,2,786,350,18583
2006/2007,OH,Softball -- Slow Pitch,2,15,18,280
2006/2007,OH,Soft Tennis,0,1,0,12
2006/2007,OH,Swimming & Diving,407,423,4104,6397
2006/2007,OH,Synchronized Swimming,0,3,26,64
2006/2007,OH,Team Tennis,0,0,0,0
2006/2007,OH,Tennis,438,423,6222,6964
2006/2007,OH,Track and Field -- Indoor,152,146,3250,3228
2006/2007,OH,Track and Field -- Outdoor,780,779,23855,21967
2006/2007,OH,Volleyball,85,804,1360,19163
2006/2007,OH,Water Polo,5,7,128,103
2006/2007,OH,Weight Lifting,34,16,1891,447
2006/2007,OH,Wrestling,67,0,13098,87
2006/2007,OK,Adapted Bowling,0,0,0,0
2006/2007,OK,Adapted Floor Hockey,0,0,0,0
2006/2007,OK,Adapted Soccer,0,0,0,0
2006/2007,OK,Adapted Softball,0,0,0,0
2006/2007,OK,Archery,0,0,0,0
2006/2007,OK,Badminton,0,0,0,0
2006/2007,OK,Baseball,430,2,7400,2
2006/2007,OK,Basketball,471,471,8800,7660
2006/2007,OK,Bowling,0,0,0,0
2006/2007,OK,Canoeing,0,0,0,0
2006/2007,OK,Competitive Spirit Squad,12,180,35,1950
2006/2007,OK,Crew,0,0,0,0
2006/2007,OK,Cross Country,175,170,1375,1255
2006/2007,OK,Decathlon,0,0,0,0
2006/2007,OK,Equestrian,0,0,0,0
2006/2007,OK,Fencing,0,0,0,0
2006/2007,OK,Field Hockey,0,0,0,0
2006/2007,OK,Flag Football,0,0,0,0
2006/2007,OK,Football -- 11-Player,305,1,11150,1
2006/2007,OK,Football -- 6-player,0,0,0,0
2006/2007,OK,Football -- 8-player,72,1,1250,1
2006/2007,OK,Football -- 9-player,0,0,0,0
2006/2007,OK,Golf,230,215,1290,925
2006/2007,OK,Gymnastics,0,0,0,0
2006/2007,OK,Heptathlon,0,0,0,0
2006/2007,OK,Ice Hockey,0,0,0,0
2006/2007,OK,Judo,0,0,0,0
2006/2007,OK,Lacrosse,0,0,0,0
2006/2007,OK,Native Youth Olympics,0,0,0,0
2006/2007,OK,Other 1:,0,0,0,0
2006/2007,OK,Other 2:,0,0,0,0
2006/2007,OK,Pentathlon,0,0,0,0
2006/2007,OK,Riflery,0,0,0,0
2006/2007,OK,Rodeo,0,0,0,0
2006/2007,OK,Rythmic Gymnastics,0,0,0,0
2006/2007,OK,Skiing -- Alpine,0,0,0,0
2006/2007,OK,Skiing -- Cross Country,0,0,0,0
2006/2007,OK,Snowboarding,0,0,0,0
2006/2007,OK,Soccer,125,115,1850,1650
2006/2007,OK,Softball -- Fast Pitch,0,420,0,7250
2006/2007,OK,Softball -- Slow Pitch,0,320,0,4500
2006/2007,OK,Soft Tennis,0,0,0,0
2006/2007,OK,Swimming & Diving,45,42,460,500
2006/2007,OK,Synchronized Swimming,0,0,0,0
2006/2007,OK,Team Tennis,0,0,0,0
2006/2007,OK,Tennis,175,119,1398,888
2006/2007,OK,Track and Field -- Indoor,35,28,420,345
2006/2007,OK,Track and Field -- Outdoor,400,394,4482,3980
2006/2007,OK,Volleyball,0,81,0,1110
2006/2007,OK,Water Polo,0,0,0,0
2006/2007,OK,Weight Lifting,0,0,0,0
2006/2007,OK,Wrestling,126,1,2500,1
2006/2007,OR,Adapted Bowling,0,0,0,0
2006/2007,OR,Adapted Floor Hockey,0,0,0,0
2006/2007,OR,Adapted Soccer,0,0,0,0
2006/2007,OR,Adapted Softball,0,0,0,0
2006/2007,OR,Archery,0,0,0,0
2006/2007,OR,Badminton,0,0,0,0
2006/2007,OR,Baseball,228,0,6549,0
2006/2007,OR,Basketball,286,285,7419,6374
2006/2007,OR,Bowling,0,0,0,0
2006/2007,OR,Canoeing,0,0,0,0
2006/2007,OR,Competitive Spirit Squad,0,72,0,1006
2006/2007,OR,Crew,0,0,0,0
2006/2007,OR,Cross Country,203,201,3088,2424
2006/2007,OR,Decathlon,0,0,0,0
2006/2007,OR,Equestrian,0,0,0,0
2006/2007,OR,Fencing,0,0,0,0
2006/2007,OR,Field Hockey,0,0,0,0
2006/2007,OR,Flag Football,0,0,0,0
2006/2007,OR,Football -- 11-Player,195,0,13878,0
2006/2007,OR,Football -- 6-player,0,0,0,0
2006/2007,OR,Football -- 8-player,48,0,930,0
2006/2007,OR,Football -- 9-player,0,0,0,0
2006/2007,OR,Golf,193,169,2169,1156
2006/2007,OR,Gymnastics,0,0,0,0
2006/2007,OR,Heptathlon,0,0,0,0
2006/2007,OR,Ice Hockey,0,0,0,0
2006/2007,OR,Judo,0,0,0,0
2006/2007,OR,Lacrosse,0,0,0,0
2006/2007,OR,Native Youth Olympics,0,0,0,0
2006/2007,OR,Other 1:,0,0,0,0
2006/2007,OR,Other 2:,0,0,0,0
2006/2007,OR,Pentathlon,0,0,0,0
2006/2007,OR,Riflery,0,0,0,0
2006/2007,OR,Rodeo,0,0,0,0
2006/2007,OR,Rythmic Gymnastics,0,0,0,0
2006/2007,OR,Skiing -- Alpine,0,0,0,0
2006/2007,OR,Skiing -- Cross Country,0,0,0,0
2006/2007,OR,Snowboarding,0,0,0,0
2006/2007,OR,Soccer,178,148,5955,5217
2006/2007,OR,Softball -- Fast Pitch,0,221,0,4904
2006/2007,OR,Softball -- Slow Pitch,0,0,0,0
2006/2007,OR,Soft Tennis,0,0,0,0
2006/2007,OR,Swimming & Diving,120,123,1622,2173
2006/2007,OR,Synchronized Swimming,0,0,0,0
2006/2007,OR,Team Tennis,0,0,0,0
2006/2007,OR,Tennis,123,127,2163,2677
2006/2007,OR,Track and Field -- Indoor,0,0,0,0
2006/2007,OR,Track and Field -- Outdoor,262,264,8435,6293
2006/2007,OR,Volleyball,0,277,0,6961
2006/2007,OR,Water Polo,0,0,0,0
2006/2007,OR,Weight Lifting,0,0,0,0
2006/2007,OR,Wrestling,197,46,4659,55
2006/2007,PA,Adapted Bowling,0,0,0,0
2006/2007,PA,Adapted Floor Hockey,0,0,0,0
2006/2007,PA,Adapted Soccer,0,0,0,0
2006/2007,PA,Adapted Softball,0,0,0,0
2006/2007,PA,Archery,0,0,0,0
2006/2007,PA,Badminton,0,0,0,0
2006/2007,PA,Baseball,674,0,21568,0
2006/2007,PA,Basketball,721,716,21630,21480
2006/2007,PA,Bowling,121,117,1210,1170
2006/2007,PA,Canoeing,0,0,0,0
2006/2007,PA,Competitive Spirit Squad,0,0,0,0
2006/2007,PA,Crew,0,0,0,0
2006/2007,PA,Cross Country,548,547,5480,5470
2006/2007,PA,Decathlon,0,0,0,0
2006/2007,PA,Equestrian,0,0,0,0
2006/2007,PA,Fencing,0,0,0,0
2006/2007,PA,Field Hockey,0,298,0,10430
2006/2007,PA,Flag Football,0,0,0,0
2006/2007,PA,Football -- 11-Player,588,0,26460,0
2006/2007,PA,Football -- 6-player,0,0,0,0
2006/2007,PA,Football -- 8-player,0,0,0,0
2006/2007,PA,Football -- 9-player,0,0,0,0
2006/2007,PA,Golf,560,258,5600,2580
2006/2007,PA,Gymnastics,0,20,0,200
2006/2007,PA,Heptathlon,0,0,0,0
2006/2007,PA,Ice Hockey,0,0,0,0
2006/2007,PA,Judo,0,0,0,0
2006/2007,PA,Lacrosse,0,121,0,3872
2006/2007,PA,Native Youth Olympics,0,0,0,0
2006/2007,PA,Other 1:,0,0,0,0
2006/2007,PA,Other 2:,0,0,0,0
2006/2007,PA,Pentathlon,0,0,0,0
2006/2007,PA,Riflery,42,38,420,380
2006/2007,PA,Rodeo,0,0,0,0
2006/2007,PA,Rythmic Gymnastics,0,0,0,0
2006/2007,PA,Skiing -- Alpine,0,0,0,0
2006/2007,PA,Skiing -- Cross Country,0,0,0,0
2006/2007,PA,Snowboarding,0,0,0,0
2006/2007,PA,Soccer,580,541,20300,18935
2006/2007,PA,Softball -- Fast Pitch,0,662,0,23170
2006/2007,PA,Softball -- Slow Pitch,0,0,0,0
2006/2007,PA,Soft Tennis,0,0,0,0
2006/2007,PA,Swimming & Diving,414,429,4968,5148
2006/2007,PA,Synchronized Swimming,0,0,0,0
2006/2007,PA,Team Tennis,0,0,0,0
2006/2007,PA,Tennis,414,429,4968,5148
2006/2007,PA,Track and Field -- Indoor,169,174,2535,2610
2006/2007,PA,Track and Field -- Outdoor,591,588,18912,18816
2006/2007,PA,Volleyball,203,572,3654,10296
2006/2007,PA,Water Polo,19,18,285,270
2006/2007,PA,Weight Lifting,0,0,0,0
2006/2007,PA,Wrestling,497,0,8946,0
2006/2007,RI,Adapted Bowling,0,0,0,0
2006/2007,RI,Adapted Floor Hockey,0,0,0,0
2006/2007,RI,Adapted Soccer,0,0,0,0
2006/2007,RI,Adapted Softball,0,0,0,0
2006/2007,RI,Archery,0,0,0,0
2006/2007,RI,Badminton,0,0,0,0
2006/2007,RI,Baseball,48,0,1721,0
2006/2007,RI,Basketball,47,49,1483,1135
2006/2007,RI,Bowling,0,0,0,0
2006/2007,RI,Canoeing,0,0,0,0
